Modelo;ene-22;feb-22;mar-22;abr-22;may-22;jun-22;jul-22;ago-22;sep-22;oct-22;nov-22;dic-22;ene-23;feb-23;mar-23;abr-23;may-23;jun-23;jul-23;ago-23;sep-23;oct-23;nov-23;dic-23;ene-24;feb-24;mar-24;abr-24;may-24;jun-24;jul-24;ago-24;sep-24;oct-24;nov-24;dic-24;ene-25;feb-25;mar-25;abr-25;may-25;jun-25;jul-25;ago-25;sep-25;oct-25;nov-25;dic-25;ene-26
AUDI A3;;;;1;;;;;;;;;;;;;14;16;23;17;22;24;29;6;17;13;32;27;22;17;27;14;15;13;12;3;67;46;49;44;42;41;48;31;35;34;37;16;7
FOTON AUMARK;6;8;7;9;2;3;19;11;13;12;7;9;10;13;4;4;6;11;13;10;17;10;27;9;5;5;5;9;15;3;43;38;35;46;61;31;38;33;32;43;31;15;13;18;13;58;10;12;3
SHINERAY T30;20;16;28;17;20;14;12;16;20;11;22;10;13;16;8;15;20;15;14;25;23;13;15;17;11;28;10;23;25;24;28;25;15;12;4;5;3;1;1;47;19;31;35;30;19;25;10;12;
IVECO 240 E;20;17;16;13;11;11;8;6;16;16;26;12;21;15;24;17;39;18;23;23;21;27;20;8;18;10;14;10;12;28;25;22;21;14;16;12;26;9;21;15;15;32;19;25;13;20;7;7;3
DANES ST 3EC DD;17;11;17;29;19;22;22;13;22;9;12;14;25;19;26;6;23;19;20;24;27;22;10;9;20;13;15;21;20;7;42;22;29;2;25;6;17;23;10;22;24;13;23;16;11;10;6;7;
AUDI A1;10;7;7;11;5;13;14;19;15;9;9;12;20;22;5;14;15;7;12;15;11;14;16;15;15;16;20;21;16;14;11;14;21;16;22;5;28;18;24;54;48;36;26;29;24;29;18;11;2
BMW X1;11;13;16;20;22;21;14;9;5;1;7;10;1;;1;4;11;7;6;;11;16;21;3;12;12;13;18;9;14;24;15;1;22;40;17;34;21;19;13;32;45;39;27;46;33;65;33;1
SCANIA G410;33;28;21;29;19;28;26;30;26;20;24;11;26;20;25;12;28;34;20;24;15;18;15;;5;4;9;15;19;13;9;15;30;34;24;4;26;23;10;13;3;7;12;8;6;2;3;5;
MERCEDES BENZ A200;11;3;5;5;3;1;19;10;10;7;3;7;42;7;11;3;8;14;25;47;16;28;16;7;29;18;13;28;22;20;26;10;4;11;10;7;33;28;32;35;35;27;30;20;22;22;17;7;12
HERMANN BARANDA VOLCABLE S.BV.3E.67 2+1;17;20;56;23;27;26;48;23;33;24;31;10;19;28;24;26;27;16;27;19;23;17;14;6;9;11;8;17;8;7;16;22;10;7;7;6;7;5;12;8;6;12;7;17;6;9;18;5;
KIA K2500;29;39;34;24;9;17;16;8;7;1;4;7;15;8;11;7;4;7;9;12;9;14;12;9;9;8;12;12;16;12;18;18;33;38;19;19;29;22;19;37;41;27;39;17;11;23;17;14;1
IVECO 450 C;30;15;16;38;20;22;37;37;44;17;22;8;34;8;17;14;19;20;21;35;24;13;20;6;13;9;9;8;14;6;25;22;16;27;21;9;19;13;7;9;7;7;11;5;3;7;3;1;1
SCANIA P410;17;22;17;19;8;17;24;36;34;28;21;16;29;21;20;31;23;24;26;21;17;36;17;4;4;2;8;8;21;20;19;17;25;38;23;19;30;23;4;5;8;2;;;;;;;
OMBU SBVT3E2+1;13;16;16;11;5;24;12;16;13;7;14;7;7;10;27;14;12;10;16;13;11;6;11;8;8;11;9;19;18;8;21;36;25;16;20;18;20;36;28;33;29;20;24;25;23;37;13;7;
MERCEDES BENZ ATEGO 1932;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;60;126;103;137;139;100;42;62;19;4
DS DS7;;;;;;;;;;;;;;;;3;16;13;15;19;12;26;25;10;24;20;28;31;23;21;35;31;29;11;5;5;31;19;31;55;49;24;37;20;38;20;8;37;
IVECO TECTOR 90-190;13;11;9;14;12;14;11;17;10;13;11;15;17;5;12;10;12;13;15;25;28;36;32;15;21;15;13;12;20;20;29;19;13;32;21;10;35;16;4;25;12;17;13;17;8;5;7;3;
MERCEDES BENZ ATEGO 1732;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34;83;104;85;84;93;79;88;54;46;5
IVECO 490 S;20;23;16;18;20;20;34;27;22;28;21;17;35;20;13;31;23;27;22;30;20;16;13;8;13;17;9;16;25;21;34;24;17;16;10;5;7;2;3;2;3;;1;;;;1;1;
SOLA Y BRUSA BDAS. VOLC. 3 EJES- 1 DESPLAZ. SUSP. NEUM. DIREC.;10;17;15;13;10;7;17;17;15;9;13;6;19;7;24;17;21;18;19;33;20;18;18;8;5;11;17;20;18;7;18;12;14;20;13;9;19;19;15;24;22;13;22;21;12;17;12;20;
PEUGEOT 308;480;154;70;24;2;7;1;2;;1;;;;;;;;4;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
MERCEDES BENZ ATEGO 1726;25;23;24;22;30;12;24;14;14;12;12;8;25;29;12;15;29;24;27;24;13;9;24;8;29;10;10;27;16;27;16;24;9;10;6;3;20;19;17;8;5;1;4;1;1;;2;;
MERCEDES BENZ VITO;41;34;28;23;15;24;14;11;9;7;15;2;18;21;32;20;31;15;13;15;18;12;14;3;5;2;7;7;5;8;10;17;21;32;6;4;6;1;1;1;;13;15;18;25;36;7;12;4
VOLKSWAGEN CONSTELLATION 17.280;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;;4;1;1;1;4;32;64;50;30;76;48;43;46;40;48;52;45;30;30;22;22;6
VOLKSWAGEN 17280;12;3;15;12;33;21;25;16;6;5;6;7;20;7;12;19;5;15;13;10;4;8;17;5;9;21;10;19;29;26;44;40;23;7;2;;1;7;6;16;24;24;15;34;6;9;10;13;2
CHEVROLET SILVERADO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;170;27;43;44;75;46;38;44;65;68;43;14;7
MERCEDES BENZ AXOR 2544;10;19;28;24;36;30;14;14;20;7;7;2;9;8;12;3;10;28;19;16;15;16;9;6;18;28;13;25;35;19;40;22;6;5;6;13;35;10;13;6;5;1;3;;;;;;
HERMANN BARANDA VOLCABLE A.BV.4E.11;23;26;22;16;23;22;23;21;31;28;16;8;17;21;11;13;16;15;9;12;5;10;6;3;6;7;2;6;10;8;11;12;15;14;16;3;16;17;13;11;10;7;12;11;12;15;10;8;
VOLVO FM 410;23;18;23;8;15;20;17;16;18;10;3;1;11;14;9;6;17;5;12;24;10;19;15;7;12;8;;18;8;2;3;5;7;16;6;4;30;12;33;10;21;17;22;28;19;17;17;9;
BMW 118;17;12;6;10;9;6;9;5;4;3;10;7;4;4;3;3;5;5;17;2;3;9;9;6;7;13;5;19;31;35;39;15;6;9;3;1;;7;9;24;37;21;26;38;31;14;54;15;4
DS DS4;;;;;1;;;3;4;8;16;5;27;18;21;24;13;19;30;34;14;18;25;2;5;4;9;9;12;14;31;17;12;15;15;6;37;15;23;31;13;15;14;20;9;9;5;6;2
AGRALE A8700;10;10;19;8;9;21;12;21;9;7;8;19;16;11;14;10;15;25;16;16;16;20;13;15;14;8;3;7;21;6;12;10;15;19;20;9;17;13;9;25;13;11;9;6;11;16;9;5;
BMW X3;8;11;3;1;2;2;1;5;10;9;11;4;5;4;8;9;17;29;27;5;10;23;30;26;6;8;8;8;9;8;2;6;2;4;5;1;3;3;13;7;26;6;25;38;75;63;20;17;5
VOLKSWAGEN DELIVERY 11.180;2;;2;4;5;4;5;7;4;1;3;8;7;5;3;5;11;7;7;7;1;12;10;5;8;18;10;14;25;23;33;24;35;32;18;15;29;17;12;24;29;28;13;20;15;23;13;6;3
ZANELLA Z TRUCK;30;13;24;19;23;6;15;23;7;4;6;3;8;11;9;17;10;8;9;13;11;21;13;5;3;5;6;11;16;14;28;27;33;20;13;13;23;8;13;13;13;6;2;6;9;8;6;7;
KIA CARNIVAL;;;4;27;11;18;6;3;2;1;3;7;19;13;17;13;8;13;8;16;9;5;6;2;9;9;11;18;16;13;8;7;7;23;19;12;27;8;2;47;29;28;19;18;17;22;16;7;1
FORD KUGA;79;9;6;25;21;24;30;62;42;28;19;4;12;1;3;1;2;;1;2;;33;41;10;17;9;4;5;5;16;36;21;8;7;;;1;3;;2;7;;;;;;;;
HERMANN VUELCO TRASERO S.VT.3E.83 2+1;13;12;14;6;11;12;13;10;15;13;25;7;10;9;11;20;16;14;10;7;5;7;5;2;5;12;3;13;5;7;15;13;24;10;16;5;2;17;18;12;18;16;12;20;16;19;19;14;1
RANDON SR.CG-02+01;10;10;26;7;5;12;9;24;11;27;13;7;16;27;5;14;13;9;14;29;3;10;4;5;3;3;6;5;13;10;17;30;14;17;16;9;15;17;14;16;11;17;6;10;3;1;8;4;2
FOTON AUMAN;;;;;;;;;1;;;5;;;;;;;;;;6;2;3;2;13;5;8;13;5;26;23;23;26;12;10;19;26;21;66;27;38;44;39;29;39;20;20;1
MERCEDES BENZ ACTROS 2548;20;21;17;15;21;12;24;18;5;6;11;6;11;5;12;6;6;4;6;5;3;7;7;6;13;12;8;7;16;12;25;18;9;15;10;5;17;20;18;29;23;14;13;11;6;4;1;4;
HINO 300;6;5;5;3;8;10;2;2;3;2;2;3;13;4;25;25;26;44;37;30;9;35;31;5;4;7;7;4;13;4;9;18;17;19;13;8;16;16;4;10;6;6;6;3;6;6;8;8;
CITROEN C5 AIRCROSS;15;18;13;20;10;18;36;35;18;11;4;2;29;16;7;9;4;6;15;8;4;26;14;11;16;12;5;6;8;12;21;23;10;12;15;6;10;9;12;6;5;4;1;1;3;;;;
VOLVO FH 500;24;2;9;13;12;25;14;20;13;4;3;5;9;6;2;8;7;4;11;14;14;6;5;2;5;2;2;7;7;8;7;13;12;5;7;13;33;3;13;16;21;12;24;43;19;19;4;7;8
PEUGEOT NUEVO 3008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44;218;157;82;26;13
MERCEDES BENZ GLA 200;2;1;2;5;12;4;8;1;;;;;1;;;;;13;43;31;4;8;3;1;1;;14;30;19;8;2;17;14;23;18;6;35;15;25;22;19;7;21;23;21;31;16;10;2
SOLA Y BRUSA VOLCADOR 3 EJES-1 DESPLAZ. SUSP. NEUM.DIREC.;8;9;12;13;12;5;7;6;6;8;3;4;4;5;17;4;9;12;16;13;17;11;6;5;6;10;11;17;12;7;14;8;22;17;11;14;10;12;17;15;16;16;11;15;16;26;12;7;
MERCEDES BENZ OF 1721;8;13;10;33;20;15;1;6;9;2;35;7;2;2;;4;3;21;4;;8;;;2;5;5;1;15;13;;19;8;6;5;9;37;21;30;19;9;12;18;18;18;17;9;8;5;
MITSUBISHI L200;11;9;9;9;10;12;6;5;6;7;6;4;3;12;14;18;7;6;11;12;7;4;10;5;4;4;1;2;6;;5;7;11;14;18;14;8;12;5;16;29;15;25;26;35;18;11;13;6
MERCEDES BENZ AXOR 2036 S;15;23;25;20;10;13;12;7;10;4;6;3;5;5;9;6;3;7;19;9;5;18;8;3;15;7;8;18;14;9;20;29;35;17;22;17;30;10;4;1;2;;;1;1;1;;;
BMW X2;13;9;10;10;12;5;14;1;2;1;6;2;5;4;6;8;3;14;25;2;4;3;10;4;1;2;1;5;3;2;;;;11;53;27;42;16;12;13;16;32;16;15;27;17;17;4;
KIA SELTOS;14;7;1;1;7;1;2;9;13;2;2;4;8;10;14;9;7;6;7;6;6;8;8;5;2;3;6;5;3;1;;1;2;5;8;17;41;21;19;23;28;23;35;25;29;24;12;12;1
SCANIA R500;14;4;14;12;14;28;11;5;13;6;3;3;10;11;5;3;14;7;18;7;2;4;6;4;1;3;4;7;8;3;2;5;8;12;2;2;10;10;11;44;16;22;24;30;22;28;8;3;
SCANIA P420;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;2;5;18;25;51;35;86;33;32;28;54;40;28;46;12
CORADIR TITO;;;1;3;17;19;21;16;19;10;22;10;7;8;16;26;28;15;29;21;19;8;12;23;30;16;5;11;8;2;6;2;2;9;5;1;4;2;5;2;7;1;7;4;;1;2;1;
DS DS7 CROSSBACK;76;30;25;53;40;36;47;22;22;13;9;28;33;14;10;4;5;4;1;2;;;2;;;;;;;1;;;;;;;;;;;;;;;;;;;
VULCANO AMG3II;18;16;24;20;23;27;18;21;13;5;12;5;10;16;13;8;10;4;5;3;1;2;1;2;;13;2;10;8;4;3;11;3;4;4;7;2;13;9;14;15;14;10;6;9;17;11;6;
FORD MUSTANG;15;16;4;2;;7;6;1;1;;3;2;27;27;12;12;30;23;9;11;4;9;18;7;11;4;1;1;3;3;1;2;10;26;;4;25;4;9;10;5;9;23;1;2;54;14;;3
KIA SPORTAGE;16;6;6;2;2;2;2;4;2;2;2;2;2;2;;;3;;1;1;1;1;12;5;10;7;9;9;11;10;6;19;16;28;27;14;40;29;35;9;31;11;7;4;8;27;14;8;3
MERCEDES BENZ C300;;;1;;3;7;29;8;;;4;1;27;17;8;3;6;4;7;9;5;8;9;3;7;2;2;5;9;24;27;16;15;9;5;5;18;6;;;;;29;38;19;33;17;9;12
BYD SONG PRO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;43;127;150;139
SCANIA R410;17;19;18;17;20;15;20;17;13;15;19;2;14;9;7;15;13;10;5;14;3;4;4;1;3;5;5;10;1;6;6;10;13;13;7;4;10;18;9;9;10;12;8;4;2;4;3;2;
HERMANN PALETERO S.PA.3E.71 2+1;4;7;4;9;10;8;5;15;9;4;4;6;12;20;5;8;13;14;14;21;12;11;27;8;5;8;7;11;6;1;1;7;6;6;11;5;7;6;16;11;18;18;18;11;6;14;7;3;
AUDI Q2;3;;4;;;2;5;22;21;7;5;10;16;8;7;10;7;5;7;7;10;13;16;3;5;2;7;9;15;10;6;12;8;12;5;2;7;7;11;19;7;5;19;16;24;31;15;13;3
HYUNDAI TUCSON;3;1;1;;;1;2;;;1;;;1;;2;;1;;1;;;1;1;3;;1;;;;1;;;13;10;8;5;19;21;16;25;32;49;64;55;35;40;18;18;6
IVECO 460 S;7;6;11;11;18;12;12;4;9;9;11;10;15;11;10;10;19;16;15;18;8;15;10;9;8;12;19;8;15;11;20;12;10;7;5;2;9;4;6;11;9;3;4;1;2;;;;
MERCEDES BENZ GLA 250;;5;6;9;10;7;7;5;4;3;3;4;14;4;1;1;;9;10;14;5;5;1;1;1;1;2;3;1;;1;2;26;25;10;16;23;17;21;14;10;7;33;38;18;20;22;3;7
PEUGEOT 408;241;116;54;19;9;4;1;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MERCEDES BENZ ACTROS 2045;5;6;;2;10;9;14;6;;3;1;2;1;3;3;3;1;3;;7;3;5;6;4;4;10;5;8;10;9;10;5;5;3;4;3;15;28;29;41;24;26;22;24;14;21;16;5;2
CITROEN C4 LOUNGE;213;96;57;15;12;2;1;3;5;;1;;;;;;;11;1;2;;;2;;;;;;1;;;;;;;;;;;;;;;;;;1;;
SUZUKI JIMNY;11;7;8;5;3;8;11;1;5;3;2;2;2;2;4;2;3;3;2;2;;2;7;3;;2;1;2;6;3;;10;11;9;4;11;5;34;18;9;12;33;32;15;32;25;28;22;
MERCEDES BENZ ACCELO 916;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;38;41;39;57;67;52;50;32;30;3
CORMETAL SCXB21;2;7;11;16;11;7;6;8;14;12;13;9;14;4;10;10;20;15;11;7;9;15;8;8;3;13;2;2;8;6;12;8;9;13;4;6;14;6;11;3;7;4;6;5;14;4;7;4;
IVECO 530 S;3;5;3;13;4;11;6;10;13;14;14;8;32;16;13;20;20;21;17;17;8;6;5;3;8;7;7;12;10;5;4;3;1;3;9;5;15;8;9;12;5;6;2;1;1;;2;;
AUDI A4;;2;2;9;16;9;14;8;5;3;6;6;6;7;7;10;34;17;35;29;8;13;7;4;6;2;9;10;15;7;8;7;13;15;5;12;13;7;9;4;7;4;2;4;;;;;
MINI MINI COOPER;3;3;11;7;13;6;2;5;4;;4;7;;5;2;3;7;14;6;7;4;7;11;20;4;2;3;8;7;3;10;10;12;7;12;7;20;11;12;9;5;13;11;26;22;17;14;15;
HYUNDAI HB 20s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;34;69;70;69;64;32;36;5
VOLVO FH 420;15;4;10;17;14;15;17;7;9;9;5;1;6;9;1;2;2;5;3;2;6;6;2;1;4;1;6;5;3;3;4;8;15;12;6;5;10;3;13;14;22;13;26;22;19;11;8;3;3
JAC S2;4;4;10;7;5;4;1;1;6;2;3;6;2;1;;;;;1;3;;;2;2;1;1;;1;2;;;1;;16;24;14;31;16;28;25;30;30;45;22;22;11;9;4;3
VOLVO XC40;5;4;3;;6;7;6;3;6;2;3;5;9;14;11;2;2;1;5;19;10;21;11;7;8;14;11;5;10;20;23;28;22;34;10;9;10;5;4;7;6;1;5;2;;2;;2;
SCANIA G420;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;4;12;5;21;47;30;29;40;51;43;65;31;18;
OMBU ABV4E960;14;19;14;22;11;9;15;12;12;18;5;5;5;6;10;8;10;4;3;5;3;1;4;1;1;4;3;10;5;6;10;7;9;7;9;4;6;13;10;13;11;5;7;9;7;13;5;7;
HELVETICA SR 3E 1+2 BV;6;8;12;9;7;9;8;12;9;8;4;9;8;11;13;15;9;8;17;10;10;29;15;4;9;3;6;2;5;11;;9;8;11;7;5;16;6;4;6;7;4;1;7;9;;2;1;
MERCEDES BENZ GLB 250;11;6;9;7;;2;19;10;16;13;11;6;8;3;3;2;12;2;14;2;2;2;3;2;2;;1;2;1;1;1;2;12;16;15;21;14;13;8;15;25;9;11;11;17;7;3;6;4
MERCEDES BENZ ACCELO 1116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;42;55;36;51;50;43;45;25;22;3
FIAT DUCATO;20;32;23;18;37;45;40;50;36;21;14;6;10;2;9;5;3;2;1;1;;2;;;;1;;1;;;;;;;;1;;;;;;;;;;;;;
CHERY TIGGO 2;56;52;47;22;16;37;14;21;10;7;6;8;6;7;2;3;5;1;;1;1;4;1;2;1;3;1;4;2;1;1;3;6;3;2;4;2;;1;3;1;;;;;1;5;5;
BMW 330;13;7;5;9;6;3;6;10;7;9;10;7;6;4;6;5;2;11;9;2;;10;11;3;3;6;2;5;11;23;15;1;1;1;;3;5;7;11;9;15;15;13;21;12;6;15;12;2
IVECO 180 C;9;2;6;7;17;16;20;20;12;9;13;6;15;6;10;5;6;12;5;6;3;7;6;1;;4;6;4;12;6;11;14;5;7;9;4;9;7;3;10;7;4;11;11;1;;1;4;
VOLKSWAGEN DELIVERY 9.170;2;2;8;8;6;2;11;10;1;1;3;2;9;4;1;5;4;4;4;5;4;9;1;1;2;7;3;7;14;5;15;26;17;22;14;9;36;14;22;19;16;4;2;;;;;;
DFSK K01H;1;1;;;;;;;;;;;;;;;;;;;;;;1;;1;;1;6;2;13;13;18;19;23;14;20;12;13;16;17;25;30;35;25;18;20;9;1
SCANIA K450;;;;;;;;;;;;;;;;;;;1;1;;2;;1;24;5;;2;2;7;8;7;7;10;8;6;34;11;10;6;14;25;20;28;26;21;24;26;16
SUBARU FORESTER;8;9;4;1;2;7;7;3;8;1;3;11;6;4;3;5;6;1;3;3;;1;4;10;;10;17;7;14;24;16;19;7;15;1;14;6;8;12;9;5;7;19;8;15;8;;1;
BONANO ACOPLADO BARANDA VOLCABLE DE 4 EJES;12;19;17;16;22;22;14;23;17;16;16;4;;;;;5;8;2;7;3;2;4;;1;3;1;4;2;6;7;6;6;1;4;2;4;5;4;12;6;8;7;6;7;7;6;3;
SCANIA P320;9;4;11;7;15;3;6;9;16;9;5;7;8;2;7;6;2;1;1;4;7;1;2;2;2;3;2;2;;1;8;2;3;2;1;1;10;12;5;11;8;12;20;28;24;21;10;13;1
IVECO 200 S;;4;7;8;12;9;13;13;5;12;8;9;23;4;8;11;7;7;11;5;1;9;7;5;4;5;4;8;16;6;13;10;10;14;9;9;6;5;10;5;5;1;2;3;1;1;;;
PATRONELLI SEMV21;;;;;;;;;;;;;;;;;;6;7;4;10;8;4;5;;3;4;20;4;9;11;24;17;9;9;11;14;6;20;19;30;16;27;12;12;13;7;3;
DFSK C31;12;6;6;9;7;14;12;4;2;5;5;10;2;2;;2;1;2;;1;7;3;11;1;2;3;1;2;6;2;1;6;12;13;9;11;22;12;14;11;12;7;4;14;13;16;8;14;1
BMW M240;11;2;2;5;1;6;8;3;4;1;2;1;3;;2;4;3;7;12;3;2;2;11;11;3;6;3;10;9;10;9;5;7;8;10;5;5;12;7;;2;4;20;26;24;16;17;10;1
JETOUR X70;11;12;16;11;5;4;9;4;3;;2;1;4;;5;2;5;5;3;4;6;9;7;9;1;1;4;3;2;3;9;8;6;2;3;9;10;6;10;16;16;17;11;19;16;7;9;7;1
IVECO 410 T;6;4;8;5;3;7;5;4;5;9;11;5;13;12;16;13;9;19;13;9;14;5;19;4;5;2;7;4;4;3;12;9;9;5;13;4;5;4;7;;4;3;1;2;3;;;;
DFSK C35;7;3;4;5;6;4;10;5;3;1;1;1;;1;7;1;6;2;;2;5;4;1;2;2;5;6;4;3;2;1;11;9;11;4;11;18;10;11;9;14;10;4;23;20;18;18;13;2
SCANIA R450;18;22;11;12;12;7;11;14;12;14;13;1;13;6;11;4;6;3;17;12;5;8;4;1;1;3;3;4;2;2;9;8;13;4;6;6;8;3;3;2;2;1;;3;;;;;
MERCEDES BENZ GLB 200;10;6;16;2;3;2;7;;3;30;14;1;8;2;3;9;8;4;6;13;4;9;12;2;11;3;3;6;13;7;12;4;1;3;7;1;4;3;2;3;14;10;11;7;10;5;1;2;1
DS DS3 CROSSBACK;23;22;18;39;36;9;6;8;25;19;19;7;42;15;17;5;3;1;;1;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;
HELVETICA AC 4E 2+2 BV;15;11;9;17;5;21;11;10;16;8;13;4;7;3;7;11;9;1;6;4;7;3;2;4;2;1;;1;1;3;7;8;8;5;3;2;8;6;6;8;9;8;7;3;5;1;3;2;
BMW M135;12;9;4;2;3;3;6;6;1;4;3;3;5;2;7;3;9;11;25;2;2;7;10;8;1;2;2;;;;1;1;3;4;3;6;;5;6;11;9;19;37;21;2;7;15;5;2
LAMBERT S12IP;3;8;7;5;4;8;9;5;3;4;7;2;6;3;5;4;19;4;4;13;3;9;10;10;1;7;4;2;5;2;5;8;5;7;6;4;7;4;13;10;9;5;7;10;7;6;6;12;
KIA RIO;39;8;31;12;5;8;10;14;13;1;1;1;11;10;7;10;16;9;17;11;6;3;4;1;11;14;9;8;3;4;4;2;;2;1;;;;;;;;;;;;;;
LEXUS NX;2;4;6;6;5;;2;3;;;4;3;5;13;9;3;11;22;8;17;12;5;5;;5;2;4;3;1;2;3;9;1;4;4;6;14;10;11;16;9;8;15;8;7;10;8;;1
CHANGAN MD201;7;8;10;7;11;10;10;9;8;13;11;6;16;15;16;12;9;2;6;7;2;9;16;19;5;5;3;3;6;1;3;4;4;3;3;8;3;2;5;;1;3;2;;;;1;1;
AGRALE MT 15.0 LE;30;12;22;5;12;5;15;27;8;3;1;;6;10;4;6;10;10;;5;10;10;;;2;;4;4;;;;8;8;6;3;4;7;8;1;7;;3;;7;8;8;5;;
LAMBERT S12BVT;6;4;14;5;8;6;7;8;13;2;4;11;2;1;3;5;9;4;5;2;4;17;4;3;3;;3;13;2;5;7;12;9;3;3;7;2;5;3;8;19;4;8;5;5;5;8;8;
SCANIA G460;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;6;7;9;18;21;17;40;39;28;39;31;28;6;1
SUBARU OUTBACK;;;;;;;4;4;2;3;;;;2;;5;5;;;;;;4;10;;;17;13;9;4;11;5;8;13;4;8;8;14;19;34;19;28;16;6;8;3;3;1;1
BONANO SEMIRREMOLQUE TERMICO DE 1D+2D EJES;;;;3;;6;2;;2;;1;;1;10;6;;1;5;4;12;4;5;8;1;2;11;6;4;10;6;5;13;14;13;11;2;5;12;10;11;15;10;8;15;14;8;10;3;
JAC JS4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;10;34;32;34;25;33;35;22;29;13;1
RANDON SR BA 02 + 01;8;3;4;6;14;3;8;7;6;6;9;2;5;1;9;5;9;9;2;4;;6;3;3;1;1;3;1;2;6;9;9;10;10;3;7;7;3;7;3;11;10;8;8;9;8;12;6;2
MERCEDES BENZ AXOR 2536;8;15;20;9;11;10;10;7;10;3;4;1;8;4;7;6;8;7;6;5;1;1;;;1;;1;;;;1;16;26;11;13;18;20;6;1;4;2;1;;1;;;;;
RENAULT DUSTER OROCH;62;55;49;50;38;13;7;;3;1;;2;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;
HELVETICA SR 3E 1+2 ST;4;2;4;9;5;10;9;7;2;7;1;1;7;2;8;3;4;5;2;4;9;2;4;;3;3;1;3;;2;7;14;6;7;4;5;8;10;8;9;10;7;17;10;8;13;8;5;2
BMW 320;2;5;7;3;4;8;2;2;6;3;5;11;2;2;5;2;3;5;8;2;3;2;4;6;1;11;8;2;2;4;3;5;11;10;6;7;11;4;1;1;2;7;10;14;18;14;13;7;4
SALTO SCV3E;;;;;;;;;;;;;;;;;;;;;;2;8;;4;3;4;4;6;1;11;31;25;1;5;1;6;8;8;16;30;15;26;9;8;6;7;30;
SALTO SRBV3E;5;35;6;11;20;24;8;9;7;7;6;3;12;13;13;8;3;3;14;4;8;3;3;1;;3;1;;2;2;1;2;1;;2;15;4;4;;6;2;;1;;;2;;;
BMW 430;2;5;3;1;2;3;1;1;;1;2;3;3;3;;1;5;17;19;5;6;7;7;5;6;6;4;8;5;6;11;11;4;5;9;5;9;3;9;7;5;14;15;13;7;5;1;1;1
VOLKSWAGEN CONSTELLATION 17.230;1;4;2;1;5;7;2;6;18;6;5;1;3;1;10;2;1;10;5;5;;4;2;13;2;2;;3;5;8;4;9;12;7;11;13;21;17;11;11;10;5;1;2;1;2;1;;
GROSS BARANDA VOLCABLE 9.30 MTS (D2-D2);7;25;18;18;14;14;13;17;10;10;4;3;2;13;13;8;6;4;1;2;3;1;3;;6;4;1;3;1;2;3;3;5;2;1;2;2;4;1;1;2;5;4;1;2;1;2;3;1
AUDI A5;;;1;;;;;;;;;;1;4;2;2;3;5;3;3;3;4;3;1;2;;3;1;3;3;2;5;3;2;5;;3;1;1;2;2;4;35;51;43;32;22;5;1
CORMETAL SBXB21;6;9;4;10;10;5;12;8;6;11;11;6;4;3;4;6;10;9;7;8;9;3;5;3;1;2;2;2;5;3;4;5;1;6;1;2;8;6;3;6;2;2;9;9;9;1;2;5;
SCANIA R460;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;2;2;22;24;18;11;12;23;13;24;22;32;38;11;6;3
DS DS3;;;;;;;;;;;;;;;;;;;;;3;38;12;5;19;1;9;5;4;7;13;11;17;13;3;2;13;12;15;7;8;15;8;5;7;6;4;2;
TOYOTA C-HR;2;5;8;9;15;17;20;15;10;14;20;5;24;9;10;10;20;10;8;4;1;4;;2;1;3;3;2;2;;;;;2;;;2;;;;;;;;;;;;
LAMBERT A4BV;5;6;10;9;2;5;10;16;10;11;6;;4;9;9;;3;7;1;3;1;3;1;;1;2;3;1;2;4;6;9;8;5;3;1;3;5;5;10;6;6;8;9;14;6;5;2;
HERMANN GANADERO S.GP.3E.92;3;1;4;3;3;4;5;2;5;4;1;3;2;4;6;1;12;2;7;6;3;7;4;5;4;10;10;9;4;8;14;4;7;6;6;;7;4;5;7;7;9;3;7;4;6;6;8;
HERMANN BARANDA VOLCABLE A.BV.3E.23;6;9;13;18;5;6;6;8;6;6;3;2;6;3;7;4;7;3;5;4;4;2;6;2;4;3;1;6;5;3;4;8;5;2;2;3;5;1;5;6;5;6;9;6;7;4;5;3;2
